id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3125,0.0008491526823490858,0.001113777863793075,0.0009862266015261412,0.000995644717477262,0.0024932255037128925,0.0008438596851192415,0.001645350712351501,0.0019147404236719012,0.0009191950084641576,0.045112114399671555,0.27267906069755554,0.32274094223976135,0.0017565335147082806,0.14192213118076324,0.015621249563992023,0.0014061202527955174,0.0010459518525749445,0.0010736844269558787,0.0009727160213515162,0.0015729457372799516,0.002320038853213191,0.0010093158343806863,0.0008632350363768637,0.0020058893132954836,0.04693375155329704,0.0010186376748606563,0.0027846787124872208,0.0014227887149900198,0.0013239849358797073,0.0010310850339010358,0.002248415257781744,0.002430928871035576,0.0017417151248082519,0.0012460345169529319,0.0009093369008041918,0.0010722329607233405,0.004116394557058811,0.0015505929477512836,0.0028739122208207846,0.0012519006850197911,0.0009554962744005024,0.0008513382636010647,0.03374957665801048,0.00184505560901016,0.0014351181453093886,0.0022749677300453186,0.001040464616380632,0.001217304146848619,0.0008520603296346962,0.000709389743860811,0.0008720534387975931,0.03821948915719986,0.0014910770114511251,0.004395806696265936,0.0016448237001895905,0.0011077282251790166,0.0013927045511081815,0.0010708993067964911,0.003741233143955469,0.001128441421315074,0.0021855097729712725
3126,4.409229586599395e-05,8.533557775081135e-06,7.445501523761777e-06,2.95444351650076e-05,1.7046986613422632e-05,1.0937969818769488e-05,1.3453881365421694e-05,4.4800406612921506e-05,1.3922078323957976e-05,8.297530257550534e-06,7.584940249216743e-06,4.812286988453707e-06,7.060306415951345e-06,1.2927506759297103e-05,1.1189414180989843e-05,8.250580322055612e-06,9.139207577391062e-06,7.296271633094875e-06,6.588018550246488e-06,1.0016418855229858e-05,1.2988516573386732e-05,1.6162281099241227e-05,3.311379987280816e-05,0.0011555763194337487,6.77669186188723e-06,8.520205483364407e-06,0.9978193044662476,8.168896783899982e-06,8.021697794902138e-06,7.292946520465193e-06,1.2780613360519055e-05,1.2331372090557124e-05,0.0002399497025180608,1.029507620842196e-05,1.6889711332623847e-05,2.0057239453308284e-05,1.001260807242943e-05,9.772676094144117e-06,9.324840902991127e-06,1.1094251021859236e-05,2.3976132069947198e-05,5.797401172458194e-06,1.7715279682306573e-05,1.1140977221657522e-05,7.369609193119686e-06,9.224671885021962e-06,7.046866357995896e-06,2.8240847314009443e-05,9.705950105853844e-06,7.133468898246065e-06,2.189007864217274e-05,3.0252071155700833e-05,7.729259777988773e-06,8.576211257604882e-06,8.083141437964514e-06,7.812438525434118e-06,1.5071915186126716e-05,2.2784863176639192e-05,1.0019704859587364e-05,8.614508260507137e-06,2.039768878603354e-05
3127,0.003955711144953966,0.45159533619880676,0.0015486754709854722,0.004206919111311436,0.003858737414702773,0.002227076794952154,0.005507685709744692,0.003512650029733777,0.0027930578216910362,0.0021208683028817177,0.002651211805641651,0.0008452876936644316,0.001784553867764771,0.002741784555837512,0.0034724946599453688,0.002374919829890132,0.006068475544452667,0.011449635960161686,0.003155937185510993,0.002531734760850668,0.0028534799348562956,0.0019925213418900967,0.0017479342641308904,0.0018886018078774214,0.0021949908696115017,0.0021631461568176746,0.09958473592996597,0.006845443043857813,0.0021902064327150583,0.0018837072420865297,0.0027664315421134233,0.0020521802362054586,0.003761984407901764,0.018715297803282738,0.04218925163149834,0.0032910390291363,0.013076266273856163,0.003431567456573248,0.0041215186938643456,0.002595228375867009,0.01860678754746914,0.011061212979257107,0.007530889008194208,0.00242533884011209,0.019802937284111977,0.018706826493144035,0.0019284591544419527,0.009831580333411694,0.009384061209857464,0.004406757652759552,0.0026551689952611923,0.002415572525933385,0.001843510428443551,0.002959824400022626,0.004937429446727037,0.002314239041879773,0.022926148027181625,0.0016602856339886785,0.0016707020113244653,0.03185129538178444,0.08333270996809006
3128,0.0023818810004740953,0.00028907525120303035,0.0005202580941841006,0.0002053717034868896,0.00024786285939626396,0.0002449660678394139,0.00026690485537983477,0.00039501202991232276,0.00031126197427511215,0.0002355725591769442,0.00021000008564442396,0.00013453405699692667,0.00022511185670737177,0.000260087224887684,0.0001732065575197339,0.0012176641030237079,0.00023842717928346246,0.00023694540141150355,0.0002032073971349746,0.00030895639793016016,0.0002500285336282104,0.01329765934497118,0.00012951568351127207,0.00028262805426493287,0.0003700105007737875,0.00018809213361237198,0.3348487913608551,0.00020080222748219967,0.00043273382470943034,0.00045512281940318644,0.0003447929921094328,0.0002534575469326228,0.17942823469638824,0.0003351292107254267,0.0004279677232261747,0.004418753553181887,0.0009538906160742044,0.00028664054116234183,0.00047219975385814905,0.0002553341328166425,0.0002113752270815894,0.00019030766270589083,0.0029274707194417715,0.0009298590011894703,0.0002444808487780392,0.00027351093012839556,0.00024454802041873336,0.0002474677166901529,0.004268421325832605,0.43277037143707275,0.0032127024605870247,0.000227290642214939,0.00023842741211410612,0.00029277862631715834,0.00034643738763406873,0.000313009659294039,0.00020165700698271394,0.0010167950531467795,0.00024782505352050066,0.00023573955695610493,0.005421435926109552
3129,0.003942933399230242,0.0001019702831399627,0.00021736923372372985,0.0002238455490441993,0.0001809904642868787,0.00030810749740339816,0.00010023114737123251,0.0002908461319748312,0.0006247333949431777,0.00018395499500911683,0.00010119526996277273,3.747022492461838e-05,8.872352191247046e-05,0.0001389296376146376,9.54762872424908e-05,0.0004948407295159996,9.479004074819386e-05,9.597885218681768e-05,0.00013667740859091282,0.00012587157834786922,0.000258386047789827,0.00013233162462711334,0.00038417341420426965,0.0010035387240350246,5.459013118525036e-05,8.956029341788962e-05,0.9794984459877014,8.317430911120027e-05,0.0001235322852153331,0.00010181034303968772,7.862605707487091e-05,0.00010480859782546759,0.003111448837444186,0.0001819098397390917,0.0006004006718285382,0.00026312441332265735,0.00014573078078683466,0.00011677991278702393,0.0002695094153750688,0.00011736394662875682,0.00016426506044808775,8.705393702257425e-05,0.00043139481567777693,0.00010541969095356762,0.00012751210306305438,0.0001110945304390043,8.855463238433003e-05,9.767791198100895e-05,0.00026455739862285554,0.0012454426614567637,0.0016946494579315186,0.00014584993186872452,9.46621221373789e-05,0.00016075103485491127,9.394426888320595e-05,0.00012159703328507021,0.00010467384709045291,0.0002076827804557979,0.00011398107744753361,9.604239312466234e-05,0.0001390401739627123
3130,0.004611254669725895,0.5830323100090027,0.0020673430990427732,0.0007297309348359704,0.0005916812806390226,0.0006266982527449727,0.0009207687107846141,0.020139748230576515,0.002898372011259198,0.0006113465060479939,0.0005168099305592477,0.0001415893784724176,0.0004975514020770788,0.0006224866956472397,0.0006154251750558615,0.00056783965555951,0.0023290871176868677,0.0011027391301468015,0.0004491375293582678,0.0006828680052421987,0.0005529226618818939,0.0005090632475912571,0.0006319093517959118,0.0006486790953204036,0.0002816469350364059,0.0004971854505129158,0.30931776762008667,0.0006799862603656948,0.0004961367812938988,0.003718276973813772,0.000459054863313213,0.0005908521125093102,0.0005650909733958542,0.0036388798616826534,0.0010362161556258798,0.0056796204298734665,0.00047607970191165805,0.0006335448706522584,0.0005436430219560862,0.0005780470091849566,0.0008061847765929997,0.012706796638667583,0.0009308133739978075,0.004693206865340471,0.0031144078820943832,0.002529980381950736,0.0004992237663827837,0.0011131053324788809,0.0020042727701365948,0.004464912228286266,0.003466073190793395,0.00033161696046590805,0.0005135138635523617,0.0005733861471526325,0.0011223502224311233,0.0006161942728795111,0.001055379630997777,0.001498959492892027,0.0004878450999967754,0.0006107533117756248,0.0015716077759861946
3131,0.00045320752542465925,0.00015567750961054116,0.00045033037895336747,0.0005664885975420475,0.00012804644939024001,0.0001667201577220112,0.0001532261085230857,0.0001484309759689495,0.00012025753676425666,0.00012119818711653352,0.0001217145545524545,7.384332275250927e-05,0.00011163170711370185,0.00017011059389915317,9.176735329674557e-05,0.00025569877470843494,0.0014443517429754138,0.00013974925968796015,0.00011624965554801747,0.0001532097376184538,0.00021326843125279993,0.0011405268451198936,0.0011316674062982202,0.0003266239946242422,0.0008816947811283171,0.0001210333575727418,0.743178129196167,0.00011409124272176996,0.00013446772936731577,0.00012123309716116637,9.907882486004382e-05,0.00013633906200993806,0.001960878958925605,0.0001439099432900548,0.0001246670144610107,0.005089966580271721,0.00044450146378949285,0.00014948149328120053,0.00014610371727030724,0.00016567502461839467,0.00015861888823565096,0.0001303067256230861,0.23297977447509766,0.0014266867656260729,0.00011272462870692834,0.00012887499178759754,0.00012126998626627028,0.00012661598157137632,8.992934453999624e-05,0.0001311997912125662,0.00014894416381139308,0.0001088742064894177,0.00011822567466879264,0.00016198540106415749,0.00018059682042803615,0.00035914735053665936,0.0001376690051984042,0.0018753533950075507,0.00017993735673371702,0.000116902039735578,0.00024114680127240717
3132,0.002618915867060423,0.10706061869859695,0.002684130100533366,0.004383880645036697,0.0014131562784314156,0.0015638008480891585,0.0019482836360111833,0.0014786155661568046,0.001408051117323339,0.0008653292898088694,0.0008061210974119604,0.000541430723387748,0.0009414134547114372,0.0014973152428865433,0.0011424721451476216,0.003736155340448022,0.6445830464363098,0.0020282084587961435,0.0008498094975948334,0.0012920497683808208,0.001315720030106604,0.0019927101675421,0.000559067411813885,0.002393965143710375,0.001125758863054216,0.0014758710749447346,0.007933883927762508,0.001279866904951632,0.0011177536798641086,0.0029039117507636547,0.0010204913560301065,0.001029305625706911,0.0037206578999757767,0.010841170325875282,0.0020200719591230154,0.008404117077589035,0.0027443987783044577,0.0015486199408769608,0.0009641926153562963,0.0010678025428205729,0.0020430791191756725,0.02007260173559189,0.09960612654685974,0.010798976756632328,0.005821167957037687,0.0015759546076878905,0.0010226950980722904,0.0021889794152230024,0.0013706894824281335,0.0007879355689510703,0.0010165447602048516,0.0008205197518691421,0.000916846445761621,0.0011577430414035916,0.0021477341651916504,0.0011633821995928884,0.003263266757130623,0.0031094865407794714,0.0009767507435753942,0.0009858582634478807,0.0008515415829606354
3133,1.4557683698512847e-06,2.736295527938637e-06,2.516635277061141e-06,8.250010523624951e-07,7.586174319840211e-07,8.815537739792489e-07,1.1030894029318006e-06,2.118962811437086e-06,0.9995480179786682,1.525776269772905e-06,9.611007953935768e-07,3.568145075405482e-06,5.969583071419038e-06,1.0834964996320195e-06,3.6282501696405234e-06,3.322357997603831e-06,1.6434165672762902e-06,5.245894044492161e-06,8.16343401766062e-07,1.2411667285050498e-06,1.004981754704204e-06,1.3518272226065164e-06,1.515374378868728e-06,1.142529072239995e-06,6.936910494914628e-07,9.036744472723512e-07,0.00013615777425002307,3.009267857123632e-06,1.9478504327707924e-05,2.9570175684057176e-05,1.0305218438588781e-06,1.4892864328430733e-06,2.0033192413393408e-05,6.121110800449969e-06,8.143714467223617e-07,1.5507143871218432e-06,1.7748907339409925e-06,1.2909317774756346e-06,1.896376261356636e-06,8.27060648589395e-06,1.3345357956495718e-06,1.3659397382070892e-06,7.996066415216774e-06,1.7869962903205305e-05,1.4418349564948585e-05,7.93635263107717e-06,9.82420715445187e-07,3.4922165923489956e-06,5.170174699742347e-05,2.2739342966815457e-05,1.3535468497138936e-06,5.3646713240596e-06,3.683924887809553e-06,1.4636448213423137e-06,6.444055088650202e-06,2.4504167868144577e-06,1.919205942613189e-06,1.934893134603044e-06,2.0503309769992484e-06,1.450954641768476e-06,1.3478283108270261e-05
3134,9.6169233074761e-06,2.6876172341872007e-05,7.447786174452631e-06,6.310422122624004e-06,4.54679593531182e-06,4.861077286477666e-06,0.0002349135174881667,1.4857514543109573e-05,5.790625436929986e-06,6.06318963036756e-06,6.513344942504773e-06,3.016360551555408e-06,5.243531632004306e-06,7.767164788674563e-06,9.147018317889888e-06,6.661473889835179e-06,1.0575146916380618e-05,2.2465457732323557e-05,4.892773631581804e-06,7.438969532813644e-06,5.594884441961767e-06,8.077898201008793e-06,8.068990609899629e-06,7.748550160613377e-06,1.15895754788653e-05,6.127690994617296e-06,1.4366022696776781e-05,3.3057876862585545e-05,9.84331109066261e-06,9.84579946816666e-06,3.8091989154054318e-06,7.754493708489463e-06,0.00011171610822202638,3.472321623121388e-05,7.033476776996395e-06,7.3701485234778374e-06,0.0001081606897059828,0.0016120976069942117,9.92455352388788e-06,6.398357527359622e-06,9.748927368491422e-06,7.292193458852125e-06,1.836011142586358e-05,1.0541142728470732e-05,4.2938831029459834e-05,6.240440416149795e-05,5.6663661780476104e-06,0.997208297252655,1.3029056390223559e-05,3.439200372667983e-05,7.304791779461084e-06,6.873167421872495e-06,5.336705726222135e-06,1.0963365639327094e-05,6.79969452903606e-05,7.580215878988383e-06,1.2434784366632812e-05,7.445683877449483e-06,1.3806198694510385e-05,1.0620273314998485e-05,8.666699613968376e-06
